curTimeStamp,longitude,latitude,UtmX,UtmY,Yaw,Speed,stationId,SpeedLimit,dis2inter,Str_is_val,StrSignalState,StrlikelyEndTime,Left_is_val,LeftSignalState,LeftlikelyEndTime,Right_is_val,RighSignalState,RightlikelyEndTime,TarId,TarDistance,TarAngle,TarSpeed
1600671791.439307	,118.759237	,31.977693	,666221.096922	,3539314.869068	,4.590772	,29.660277	,8003	,16.667000	,71.600000	,1	,5	,30.600000	,1	,3	,33.600000	,0	,0	,3276.700000	
1600671791.538333	,118.759228	,31.977692	,666220.286067	,3539314.749274	,4.590870	,29.342615	,8003	,16.667000	,71.600000	,1	,5	,30.500000	,1	,3	,33.500000	,0	,0	,3276.700000	
1600671791.638961	,118.759220	,31.977691	,666219.485522	,3539314.632226	,4.590961	,29.012117	,8003	,16.667000	,62.100000	,1	,5	,30.400000	,1	,3	,33.400000	,0	,0	,3276.700000	
1600671791.738863	,118.759211	,31.977690	,666218.702679	,3539314.517143	,4.591304	,28.706713	,8003	,16.667000	,62.100000	,1	,5	,30.300000	,1	,3	,33.300000	,0	,0	,3276.700000	
1600671791.838438	,118.759203	,31.977690	,666217.920842	,3539314.406020	,4.591804	,28.391509	,8003	,16.667000	,62.100000	,1	,5	,30.200000	,1	,3	,33.200000	,0	,0	,3276.700000	
1600671791.938326	,118.759195	,31.977689	,666217.146919	,3539314.295132	,4.592133	,28.095722	,8003	,16.667000	,62.100000	,1	,5	,30.100000	,1	,3	,33.100000	,0	,0	,3276.700000	
1600671791.939305	,118.759191	,31.977688	,666216.766945	,3539314.240559	,4.592249	,27.941989	,8003	,16.667000	,62.100000	,1	,5	,30.000000	,1	,3	,33.000000	,0	,0	,3276.700000	
1600671792.041412	,118.759183	,31.977687	,666216.004808	,3539314.132153	,4.592426	,27.656926	,8003	,16.667000	,62.100000	,1	,5	,29.900000	,1	,3	,32.900000	,0	,0	,3276.700000	
1600671792.239245	,118.759171	,31.977686	,666214.877537	,3539313.968522	,4.592984	,27.233337	,8003	,16.667000	,62.100000	,1	,5	,29.800000	,1	,3	,32.800000	,0	,0	,3276.700000	
1600671792.339037	,118.759163	,31.977685	,666214.130228	,3539313.859807	,4.592973	,27.059014	,8003	,16.667000	,62.100000	,1	,5	,29.700000	,1	,3	,32.700000	,0	,0	,3276.700000	
1600671792.438409	,118.759155	,31.977684	,666213.395124	,3539313.752444	,4.592776	,26.873401	,8003	,16.667000	,62.100000	,1	,5	,29.600000	,1	,3	,32.600000	,0	,0	,3276.700000	
1600671792.538244	,118.759147	,31.977683	,666212.659523	,3539313.641393	,4.592685	,26.687266	,8003	,16.667000	,62.100000	,1	,5	,29.500000	,1	,3	,32.500000	,0	,0	,3276.700000	
1600671792.639099	,118.759140	,31.977683	,666211.926042	,3539313.532938	,4.592572	,26.574698	,8003	,16.667000	,53.500000	,1	,5	,29.400000	,1	,3	,32.400000	,0	,0	,3276.700000	
1600671792.738734	,118.759132	,31.977682	,666211.203954	,3539313.429851	,4.592504	,26.437566	,8003	,16.667000	,53.500000	,1	,5	,29.300000	,1	,3	,32.300000	,0	,0	,3276.700000	
1600671792.838425	,118.759124	,31.977681	,666210.476676	,3539313.324325	,4.592737	,26.327789	,8003	,16.667000	,53.500000	,1	,5	,29.200000	,1	,3	,32.200000	,0	,0	,3276.700000	
1600671792.938235	,118.759117	,31.977680	,666209.753360	,3539313.226186	,4.592548	,26.172514	,8003	,16.667000	,53.500000	,1	,5	,29.100000	,1	,3	,32.100000	,0	,0	,3276.700000	
1600671793.038556	,118.759109	,31.977679	,666209.032079	,3539313.122323	,4.592645	,26.074644	,8003	,16.667000	,53.500000	,1	,5	,29.000000	,1	,3	,32.000000	,0	,0	,3276.700000	
1600671793.138155	,118.759101	,31.977678	,666208.321304	,3539313.020561	,4.593564	,25.970507	,8003	,16.667000	,53.500000	,1	,5	,28.900000	,1	,3	,31.900000	,0	,0	,3276.700000	
1600671793.239409	,118.759094	,31.977678	,666207.605280	,3539312.919285	,4.594514	,25.817068	,8003	,16.667000	,53.500000	,1	,5	,28.800000	,1	,3	,31.800000	,0	,0	,3276.700000	
1600671793.338796	,118.759086	,31.977677	,666206.892308	,3539312.820144	,4.594935	,25.853118	,8003	,16.667000	,53.500000	,1	,5	,28.700000	,1	,3	,31.700000	,0	,0	,3276.700000	
1600671793.339249	,118.759082	,31.977676	,666206.539206	,3539312.769813	,4.595259	,25.971813	,8003	,16.667000	,53.500000	,1	,5	,28.600000	,1	,3	,31.600000	,0	,0	,3276.700000	
1600671793.441362	,118.759075	,31.977676	,666205.826434	,3539312.667773	,4.596530	,26.199599	,8003	,16.667000	,53.500000	,1	,5	,28.500000	,1	,3	,31.500000	,0	,0	,3276.700000	
1600671793.637932	,118.759064	,31.977674	,666204.754346	,3539312.519057	,4.599575	,26.446518	,8003	,16.667000	,45.800000	,1	,5	,28.400000	,1	,3	,31.400000	,0	,0	,3276.700000	
1600671793.738727	,118.759056	,31.977674	,666204.036103	,3539312.420834	,4.602228	,26.523584	,8003	,16.667000	,45.800000	,1	,5	,28.300000	,1	,3	,31.300000	,0	,0	,3276.700000	
1600671793.839499	,118.759048	,31.977673	,666203.310339	,3539312.325557	,4.604115	,26.670749	,8003	,16.667000	,45.800000	,1	,5	,28.200000	,1	,3	,31.200000	,0	,0	,3276.700000	
1600671793.939298	,118.759040	,31.977672	,666202.559594	,3539312.227204	,4.605649	,26.973873	,8003	,16.667000	,45.800000	,1	,5	,28.100000	,1	,3	,31.100000	,0	,0	,3276.700000	
1600671794.037823	,118.759032	,31.977671	,666201.792062	,3539312.129908	,4.606572	,27.338542	,8003	,16.667000	,45.800000	,1	,5	,28.000000	,1	,3	,31.000000	,0	,0	,3276.700000	
1600671794.138395	,118.759024	,31.977671	,666201.024641	,3539312.032572	,4.607214	,27.654126	,8003	,16.667000	,45.800000	,1	,5	,27.900000	,1	,3	,30.900000	,0	,0	,3276.700000	
1600671794.239464	,118.759016	,31.977670	,666200.246230	,3539311.936848	,4.608402	,27.858943	,8003	,16.667000	,45.800000	,1	,5	,27.800000	,1	,3	,30.800000	,0	,0	,3276.700000	
1600671794.339102	,118.759007	,31.977669	,666199.464957	,3539311.844749	,4.608715	,27.962734	,8003	,16.667000	,45.800000	,1	,5	,27.700000	,1	,3	,30.700000	,0	,0	,3276.700000	
1600671794.438621	,118.758999	,31.977668	,666198.684943	,3539311.751145	,4.608521	,28.054205	,8003	,16.667000	,45.800000	,1	,5	,27.600000	,1	,3	,30.600000	,0	,0	,3276.700000	
1600671794.539453	,118.758991	,31.977668	,666197.901979	,3539311.651826	,4.608549	,28.199928	,8003	,16.667000	,45.800000	,1	,5	,27.500000	,1	,3	,30.500000	,0	,0	,3276.700000	
